names,alt_names,id,source,has_ambiguous_surname,short_fullname,short_surname,important_name
mcgeorge bundy,['mcgeorge bundy'],101930,frus,False,False,False,False
mckinney h. russell,"['mckinney h. russell', 'mckinney russell']",116058,frus,False,False,False,False
mehdi samii,['mehdi samii'],111866,frus,False,False,False,False
meira de vasconcelos,['meira de vasconcelos'],500680,cpdoc,True,False,False,False
melina mercouri,['melina mercouri'],109046,frus,False,False,False,False
mello freire,['mello freire'],500681,cpdoc,True,False,False,False
melvin r. laird,"['melvin r. laird', 'melvin laird']",107574,frus,False,False,False,False
mem de sá,"['mem de sá', 'mem de sa']",500682,cpdoc,True,False,True,False
menachem begin,['menachem begin'],101090,frus,False,False,False,False
mendes viana,['mendes viana'],500683,cpdoc,True,False,False,False
mendonça lima,"['mendonça lima', 'mendonca lima']",500684,cpdoc,True,False,True,False
mercedes benz do brasil,['mercedes benz do brasil'],500685,cpdoc,True,False,True,False
michael b. smith,"['michael b. smith', 'michael smith']",112649,frus,False,False,False,False
michael h. posner,"['michael h. posner', 'michael posner']",110886,frus,False,False,False,False
michael n. manley,"['michael n. manley', 'michael manley']",108458,frus,False,False,False,False
michael palliser,['michael palliser'],110305,frus,False,False,False,False
michael ramsey,['michael ramsey'],500686,cpdoc,False,False,False,False
michael scott,['michael scott'],112151,frus,False,False,False,False
michel jobert,['michel jobert'],106620,frus,False,False,False,False
michel legendre,['michel legendre'],107799,frus,False,False,False,False
michel legrand,['michel legrand'],500687,cpdoc,False,False,False,False
miguel aleman,['miguel aleman'],500688,cpdoc,False,False,False,False
miguel angel carcano,['miguel angel carcano'],102178,frus,True,False,False,False
miguel arraes,['miguel arraes'],500689,cpdoc,False,False,False,False
miguel colassuono,['miguel colassuono'],500690,cpdoc,False,False,False,False
miguel couto,['miguel couto'],500691,cpdoc,True,False,False,False
miguel lemos,['miguel lemos'],500692,cpdoc,True,False,False,False
miguel osório de almeida,"['miguel osório de almeida', 'miguel osorio de almeida']",500693,cpdoc,True,False,False,False
miguel reale,['miguel reale'],500694,cpdoc,False,False,False,False
miguel torga,['miguel torga'],500695,cpdoc,False,False,False,False
miguel ángel zavala ortiz,"['miguel ángel zavala ortiz', 'miguel angel zavala ortiz']",115009,frus,False,False,False,False
milan bartos,['milan bartos'],100965,frus,False,False,False,False
millicent h. fenwick,"['millicent h. fenwick', 'millicent fenwick']",104215,frus,False,False,False,False
milos minic,['milos minic'],109193,frus,False,False,False,False
milton cabral,['milton cabral'],500696,cpdoc,True,False,False,False
milton campos,['milton campos'],500697,cpdoc,True,False,False,False
milton fried,['milton fried'],104571,frus,False,False,False,False
milton friedman,['milton friedman'],104579,frus and cpdoc,False,False,False,False
milton gonçalves,"['milton gonçalves', 'milton goncalves']",500698,cpdoc,True,False,False,False
milton katz,['milton katz'],106925,frus,False,False,True,False
milton soares,['milton soares'],500699,cpdoc,True,False,False,False
milton telles ribeiro,['milton telles ribeiro'],500700,cpdoc,True,False,False,False
miranda jordão,"['miranda jordão', 'miranda jordao']",500701,cpdoc,False,False,False,False
miriam camp,['miriam camp'],102123,frus,True,False,True,False
miriam camps,['miriam camps'],102149,frus,False,False,False,False
mirian leitão,"['mirian leitão', 'mirian leitao']",500702,cpdoc,True,False,False,False
miro teixeira,['miro teixeira'],500703,cpdoc,True,False,False,False
misael pastrana borrero,['misael pastrana borrero'],110425,frus,False,False,False,False
mitchell w. sharp,"['mitchell w. sharp', 'mitchell sharp']",112309,frus,False,False,False,False
moacir barcelos potiguara,['moacir barcelos potiguara'],500704,cpdoc,False,False,False,False
moacyr dalla,['moacyr dalla'],500705,cpdoc,False,False,False,False
mobutu sese seko,['mobutu sese seko'],109239,frus,False,False,True,False
mohamed ali,['mohamed ali'],109261,frus,True,False,True,False
mohammad reza pahlavi,['mohammad reza pahlavi'],110290,frus,False,False,True,False
mohammed v,['mohammed v'],109266,frus,True,False,True,False
mongi slim,['mongi slim'],112575,frus,False,False,True,False
monteiro de carvalho,['monteiro de carvalho'],500706,cpdoc,True,False,False,False
monteiro de castro,['monteiro de castro'],500707,cpdoc,True,False,False,False
monteiro lobato,['monteiro lobato'],500708,cpdoc,False,False,False,False
morais rêgo,"['morais rêgo', 'morais rego']",500709,cpdoc,True,False,True,False
moreira lima,['moreira lima'],500710,cpdoc,True,False,True,False
morris k. udall,"['morris k. udall', 'morris udall']",113856,frus,False,False,False,False
morton h. halperin,"['morton h. halperin', 'morton halperin']",105439,frus,False,False,False,False
moshe dayan,['moshe dayan'],103235,frus,False,False,False,False
moshe erell,['moshe erell'],104014,frus,False,False,False,False
moura e silva,['moura e silva'],500711,cpdoc,True,False,True,False
moussa traore,['moussa traore'],113716,frus,False,False,False,False
mozart gurgel valente,['mozart gurgel valente'],500712,cpdoc,True,False,False,False
munyua waiyaki,['munyua waiyaki'],114181,frus,False,False,False,False
murillo mendes,['murillo mendes'],500713,cpdoc,True,False,False,False
murilo badaró,"['murilo badaró', 'murilo badaro']",500714,cpdoc,False,False,False,False
murrey marder,['murrey marder'],108506,frus,False,False,False,False
myron b. kratzer,"['myron b. kratzer', 'myron kratzer']",107428,frus,False,False,False,False
márcio fortes,"['márcio fortes', 'marcio fortes']",500715,cpdoc,True,False,False,False
márcio moreira alves,"['márcio moreira alves', 'marcio moreira alves']",500716,cpdoc,True,False,False,False
mário alves,"['mário alves', 'mario alves']",500717,cpdoc,True,False,False,False
mário david andreazza,"['mário david andreazza', 'mario david andreazza']",500718,cpdoc,False,False,False,False
mário de pimentel brandão,"['mário de pimentel brandão', 'mario de pimentel brandao']",500719,cpdoc,True,False,False,False
mário dias,"['mário dias', 'mario dias']",500720,cpdoc,True,False,True,False
mário garnero,"['mário garnero', 'mario garnero']",500721,cpdoc,False,False,False,False
mário henrique simonsen,"['mário henrique simonsen', 'mario henrique simonsen']",116120,frus and cpdoc,True,False,False,False
mário lemos,"['mário lemos', 'mario lemos']",500722,cpdoc,True,False,False,False
mário melo,"['mário melo', 'mario melo']",500723,cpdoc,True,False,True,False
mário soares,"['mário soares', 'mario soares']",500724,cpdoc,True,False,False,False
n. brandão,"['n. brandão', 'n. brandao', 'brandão', 'brandao']",500725,cpdoc,True,True,False,False
n. kaldor,"['n. kaldor', 'kaldor']",106831,frus,False,True,False,False
n. u. akpan,"['n. u. akpan', 'akpan']",100184,frus,False,True,False,False
napoleão bonaparte,"['napoleão bonaparte', 'napoleao bonaparte']",500726,cpdoc,False,False,False,False
nascimento brito,['nascimento brito'],500727,cpdoc,True,False,False,False
nasrollah entezam,['nasrollah entezam'],103999,frus,False,False,False,False
nathaniel d. samuels,"['nathaniel d. samuels', 'nathaniel samuels']",111876,frus,False,False,False,False
nathaniel davis,['nathaniel davis'],103203,frus,False,False,False,False
ndabaningi sithole,['ndabaningi sithole'],112546,frus,False,False,False,False
ne win,['ne win'],114693,frus,False,False,True,False
nehemias gueiros,['nehemias gueiros'],500728,cpdoc,True,False,False,False
nei braga,['nei braga'],500729,cpdoc,True,False,False,False
nelson carneiro,['nelson carneiro'],500730,cpdoc,True,False,False,False
nelson gomes teixeira,['nelson gomes teixeira'],500731,cpdoc,True,False,False,False
nelson hungria,['nelson hungria'],500732,cpdoc,False,False,False,False
nelson marchezan,['nelson marchezan'],500733,cpdoc,False,False,False,False
nelson rockefeller,['nelson rockefeller'],500734,cpdoc,False,False,False,False
nelson tabajara,['nelson tabajara'],500735,cpdoc,False,False,False,False
nelson teixeira,['nelson teixeira'],500736,cpdoc,True,False,False,False
neville chamberlain,['neville chamberlain'],102368,frus,False,False,False,False
ney lopes,['ney lopes'],500737,cpdoc,True,False,False,False
nguyen thanh,['nguyen thanh'],109808,frus,False,False,False,False
nicanor costa mendez,"['nicanor costa méndez', 'nicanor costa mendez']",102884,frus and cpdoc,True,False,False,False
nicanor costa méndez,"['nicanor costa méndez', 'nicanor costa mendez']",102884,frus,True,False,False,False
nicolae ceausescu,"['nicolae ceaușescu', 'nicolae ceausescu']",102333,frus and cpdoc,False,False,False,False
nicolae ceaușescu,"['nicolae ceaușescu', 'nicolae ceausescu']",102333,frus,False,False,False,False
nicolae ionescu,['nicolae ionescu'],115640,frus,False,False,False,False
nikolai v. podgorny,"['nikolai v. podgorny', 'nikolai podgorny']",110819,frus,False,False,False,False
nilo peçanha,"['nilo peçanha', 'nilo pecanha']",500738,cpdoc,False,False,False,False
nilton de oliveira,['nilton de oliveira'],500739,cpdoc,True,False,False,False
nina rodrigues,['nina rodrigues'],500740,cpdoc,True,False,False,False
nobusuke kishi,['nobusuke kishi'],107248,frus,False,False,False,False
noel de almeida,['noel de almeida'],500741,cpdoc,True,False,False,False
noel hemmendinger,['noel hemmendinger'],105792,frus,False,False,False,False
norodom sihanouk,['norodom sihanouk'],112465,frus,False,False,False,False
nunyua waiyaki ,['nunyua waiyaki '],500742,cpdoc,True,False,True,False
o. rosa n. da silva,"['o. rosa n. da silva', 'rosa da silva']",500743,cpdoc,True,False,False,False
odilo costa filho,['odilo costa filho'],500744,cpdoc,True,False,False,False
odilon braga,['odilon braga'],500745,cpdoc,True,False,False,False
okoi arikpo,['okoi arikpo'],100563,frus,False,False,False,False
olagid alo,['olagid alo'],500746,cpdoc,True,False,True,False
olavo bilac,['olavo bilac'],500747,cpdoc,True,False,False,False
olavo hansen,['olavo hansen'],500748,cpdoc,False,False,False,False
olavo v,['olavo v'],500749,cpdoc,True,False,True,False
ole algard,['ole algard'],100249,frus,False,False,False,False
oliveira lima,['oliveira lima'],500750,cpdoc,True,False,True,False
oliveira reis,['oliveira reis'],500751,cpdoc,True,False,True,False
oliveira viana,['oliveira viana'],500752,cpdoc,True,False,False,False
olivier long,['olivier long'],108088,frus,False,False,True,False
olof palme,['olof palme'],110307,frus,False,False,False,False
olof rydbeck,['olof rydbeck'],111777,frus,False,False,False,False
olusegun obasanjo,['olusegun obasanjo'],109990,frus,False,False,False,False
omar al-sakkaf,['omar al-sakkaf'],500753,cpdoc,False,False,False,False
omar bongo,['omar bongo'],101529,frus and cpdoc,False,False,False,False
omar torrijos herrera,['omar torrijos herrera'],113657,frus,False,False,False,False
orestes quércia,"['orestes quércia', 'orestes quercia']",500754,cpdoc,False,False,False,False
orlando agosti,['orlando agosti'],115098,frus,False,False,False,False
orlando carbonar,['orlando carbonar'],500755,cpdoc,False,False,False,False
orlando geisel,['orlando geisel'],500756,cpdoc,True,False,False,False
orlando leite ribeiro,['orlando leite ribeiro'],500757,cpdoc,True,False,False,False
orlando moscoso,['orlando moscoso'],500758,cpdoc,False,False,False,False
orosimbo nonato,['orosimbo nonato'],500759,cpdoc,False,False,False,False
ortiz mena,['ortiz mena'],500760,cpdoc,False,False,True,False
oscar adriázola valda,"['oscar adriázola valda', 'oscar adriazola valda']",115097,frus,False,False,False,False
oscar bloch,['oscar bloch'],500761,cpdoc,False,False,False,False
oscar freire,['oscar freire'],500762,cpdoc,True,False,False,False
oscar hector camilión,"['oscar hector camilión', 'oscar hector camilion']",500763,cpdoc,False,False,False,False
oscar niemeyer,['oscar niemeyer'],500764,cpdoc,True,False,False,False
oscar saraiva,['oscar saraiva'],500765,cpdoc,True,False,False,False
oscar tenório,"['oscar tenório', 'oscar tenorio']",500766,cpdoc,False,False,False,False
osman olcay,['osman olcay'],110062,frus,False,False,False,False
osvaldo trigueiro,['osvaldo trigueiro'],500767,cpdoc,False,False,False,False
oswaldo aranha,['oswaldo aranha'],100526,frus and cpdoc,False,False,False,False
oswaldo cruz,['oswaldo cruz'],500768,cpdoc,False,False,True,False
oswaldo lópez arellano,"['oswaldo lópez arellano', 'oswaldo lopez arellano']",108111,frus,False,False,False,False
osório de almeida,"['osório de almeida', 'osorio de almeida']",500769,cpdoc,True,False,False,False
otilio ulate blanco,['otilio ulate blanco'],113863,frus,False,False,False,False
otto graf lambsdorff,['otto graf lambsdorff'],107603,frus,False,False,True,False
otto von bismarck,['otto von bismarck'],101351,frus,False,False,True,False
otto werner,['otto werner'],114440,frus,False,False,False,False
otto winzer,['otto winzer'],114720,frus,False,False,False,False
otávio gouvéia de bulhões,"['otávio gouvéia de bulhões', 'otavio gouveia de bulhoes']",101912,frus,False,False,False,False
otávio gouvêa de bulhões,"['otávio gouvêa de bulhões', 'otavio gouvea de bulhoes']",500770,cpdoc,False,False,False,False
otávio mangabeira,"['otávio mangabeira', 'otavio mangabeira']",500771,cpdoc,True,False,False,False
p. costello,"['p. costello', 'costello']",102890,frus,False,True,False,False
p. h. amr,"['p. h. amr', 'amr']",115132,frus,False,True,True,False
p. m. hamilton,"['p. m. hamilton', 'hamilton']",105463,frus,False,True,False,False
p. v. j. solomon,"['p. v. j. solomon', 'solomon']",112729,frus,False,True,False,False
pacheco de oliveira,['pacheco de oliveira'],500772,cpdoc,True,False,False,False
paes barreto,['paes barreto'],500773,cpdoc,True,False,False,False
pandiá calógeras,"['pandiá calógeras', 'pandia calogeras']",500774,cpdoc,False,False,False,False
papa joão paulo i,"['papa joão paulo i', 'papa joao paulo i']",500775,cpdoc,True,False,True,False
papa paulo vi,['papa paulo vi'],500776,cpdoc,True,False,True,False
paranhos da silveira,['paranhos da silveira'],500777,cpdoc,True,False,False,False
park chung hee,['park chung hee'],110369,frus,False,False,True,False
parsifal barroso,['parsifal barroso'],500778,cpdoc,True,False,False,False
patrice e. lumumba,"['patrice e. lumumba', 'patrice lumumba']",108201,frus,False,False,False,False
patricia nixon,['patricia nixon'],109881,frus and cpdoc,False,False,False,False
patricio carvajal prado,['patricio carvajal prado'],102265,frus,True,False,False,False
patrick holland,['patrick holland'],500779,cpdoc,False,False,False,False
paul bastid,['paul bastid'],100987,frus,False,False,False,False
paul blanchet,['paul blanchet'],115214,frus,False,False,False,False
paul d. adams,"['paul d. adams', 'paul adams']",100099,frus,False,False,False,False
paul e. magloire,"['paul e. magloire', 'paul magloire']",108340,frus,False,False,False,False
paul engo,['paul engo'],103991,frus,False,False,True,False
paul findley,['paul findley'],104270,frus,False,False,False,False
paul frank,['paul frank'],104506,frus,True,False,False,False
paul h. kreisberg,"['paul h. kreisberg', 'paul kreisberg']",107438,frus,False,False,False,False
paul j. f. lusaka,"['paul j. f. lusaka', 'paul lusaka']",108210,frus,False,False,False,False
paul-henri spaak,['paul-henri spaak'],112794,frus,False,False,False,False
paulino cícero,"['paulino cícero', 'paulino cicero']",500780,cpdoc,False,False,False,False
paulo brossard,['paulo brossard'],500781,cpdoc,False,False,False,False
paulo cabral,['paulo cabral'],500782,cpdoc,True,False,False,False
paulo carneiro,['paulo carneiro'],500783,cpdoc,True,False,False,False
paulo cunha,['paulo cunha'],500784,cpdoc,True,False,False,False
paulo da costa franco,['paulo da costa franco'],500785,cpdoc,True,False,False,False
paulo de frontin,['paulo de frontin'],500786,cpdoc,False,False,False,False
paulo egydio martins,['paulo egydio martins'],500787,cpdoc,True,False,False,False
paulo evaristo arns,['paulo evaristo arns'],500788,cpdoc,False,False,True,False
paulo ferraz,['paulo ferraz'],500789,cpdoc,False,False,False,False
paulo guerra,['paulo guerra'],500790,cpdoc,True,False,False,False
paulo i. lopes,"['paulo i. lopes', 'paulo lopes']",500791,cpdoc,True,False,False,False
paulo j. lopes,"['paulo j. lopes', 'paulo lopes']",500792,cpdoc,True,False,False,False
paulo leão de moura,"['paulo leão de moura', 'paulo leao de moura']",500793,cpdoc,True,False,True,False
paulo lopes corrêa,"['paulo lopes corrêa', 'paulo lopes correa']",500794,cpdoc,True,False,False,False
paulo lyra,['paulo lyra'],500795,cpdoc,True,False,True,False
paulo machado,['paulo machado'],500796,cpdoc,True,False,False,False
paulo mafra,['paulo mafra'],500797,cpdoc,False,False,False,False
paulo mendes,['paulo mendes'],500798,cpdoc,True,False,False,False
paulo niemeyer,['paulo niemeyer'],500799,cpdoc,True,False,False,False
paulo nogueira batista,['paulo nogueira batista'],500800,cpdoc,True,False,False,False
paulo pimentel,['paulo pimentel'],500801,cpdoc,True,False,False,False
paulo roberto krahe,['paulo roberto krahe'],500802,cpdoc,True,False,False,False
paulo romano,['paulo romano'],500803,cpdoc,False,False,False,False
paulo silva,['paulo silva'],500804,cpdoc,True,False,False,False
paulo tarso flecha de lima,['paulo tarso flecha de lima'],500805,cpdoc,True,False,True,False
paulo torres,['paulo torres'],500806,cpdoc,True,False,False,False
paulo vidal,['paulo vidal'],500807,cpdoc,True,False,False,False
paulo vieira belotti,['paulo vieira belotti'],500808,cpdoc,True,False,False,False
paz estenssoro,['paz estenssoro'],500809,cpdoc,False,False,False,False
pedro aleixo,['pedro aleixo'],500810,cpdoc,False,False,False,False
pedro calmon,['pedro calmon'],500811,cpdoc,True,False,False,False
pedro ernesto,['pedro ernesto'],500812,cpdoc,True,False,False,False
pedro eugenio aramburu,['pedro eugenio aramburu'],100523,frus,False,False,False,False
pedro ii,['pedro ii'],500813,cpdoc,True,False,True,False
pedro maciel vidigal,['pedro maciel vidigal'],500814,cpdoc,True,False,False,False
pedroso horta,['pedroso horta'],500815,cpdoc,False,False,False,False
peixoto de castro,['peixoto de castro'],500816,cpdoc,True,False,False,False
penha brasil,['penha brasil'],500817,cpdoc,True,False,False,False
penna botto,['penna botto'],500818,cpdoc,False,False,False,False
pereira carneiro,['pereira carneiro'],500819,cpdoc,True,False,False,False
pereira lima,['pereira lima'],500820,cpdoc,True,False,True,False
pereira passos,['pereira passos'],500821,cpdoc,False,False,False,False
peter c. walker,"['peter c. walker', 'peter walker']",114206,frus,False,False,False,False
peter g. peterson,"['peter g. peterson', 'peter peterson']",110613,frus,False,False,False,False
peter hermes,['peter hermes'],105836,frus and cpdoc,False,False,False,False
peter jay,['peter jay'],106566,frus,False,False,True,False
peter peterson,['peter peterson'],110613,frus,False,False,False,False
petronio portella,['petronio portella'],115994,frus,False,False,False,False
petrônio portella,['petronio portella'],115994,frus and cpdoc,False,False,False,False
pierre a. messmer,"['pierre a. messmer', 'pierre messmer']",109074,frus,False,False,False,False
pierre elliott trudeau,['pierre elliott trudeau'],113757,frus,False,False,False,False
pierre gemayel,['pierre gemayel'],104798,frus,False,False,False,False
pinheiro machado,['pinheiro machado'],500822,cpdoc,True,False,False,False
pinto de moura,['pinto de moura'],500823,cpdoc,True,False,False,False
pio correia,['pio correia'],500824,cpdoc,True,False,False,False
pio corrêa,"['pio corrêa', 'pio correa']",500825,cpdoc,True,False,False,False
pires do rio,['pires do rio'],500826,cpdoc,True,False,True,False
plínio salgado,"['plínio salgado', 'plinio salgado']",500827,cpdoc,False,False,False,False
pontes de miranda,['pontes de miranda'],500828,cpdoc,True,False,False,False
prado kelly,['prado kelly'],500829,cpdoc,True,False,False,False
pratini de moraes,['pratini de moraes'],500830,cpdoc,True,False,False,False
princesa alexandra,['princesa alexandra'],500831,cpdoc,True,False,False,False
prisco paraíso,"['prisco paraíso', 'prisco paraiso']",500832,cpdoc,False,False,False,False
prisco viana,['prisco viana'],500833,cpdoc,True,False,False,False
prudente de morais,['prudente de morais'],500834,cpdoc,True,False,False,False
príncipe charles,"['príncipe charles', 'principe charles']",500835,cpdoc,False,False,False,False
príncipe philip,"['príncipe philip', 'principe philip']",500836,cpdoc,False,False,False,False
ptolemy reid,['ptolemy reid'],116024,frus,False,False,True,False
pál losonczi,"['pál losonczi', 'pal losonczi']",115784,frus,False,False,False,False
r. d. c. mcalpine,"['r. d. c. mcalpine', 'mcalpine']",108732,frus,False,True,False,False
r. darst,"['r. darst', 'darst']",103157,frus,False,True,False,False
r. e. dulin,"['r. e. dulin', 'dulin']",103700,frus,False,True,False,False
r. f. brown,"['r. f. brown', 'brown']",101820,frus,False,True,False,False
r. g. mackay,"['r. g. mackay', 'mackay']",108290,frus,False,True,False,False
r. g. w. stone,"['r. g. w. stone', 'stone']",113067,frus,False,True,False,False
r. h. mason,"['r. h. mason', 'mason']",108617,frus,False,True,False,False
r. l. harry,"['r. l. harry', 'harry']",105604,frus,False,True,False,False
r. n. kao,"['r. n. kao', 'kao']",106865,frus,False,True,True,False
r. s. park,"['r. s. park', 'park']",110367,frus,False,True,True,False
rademaker grunewald,['rademaker grunewald'],105253,frus,False,False,False,False
rafael caldera,['rafael caldera'],500837,cpdoc,False,False,False,False
rafael caldera rodriguez,['rafael caldera rodriguez'],111503,frus,False,False,False,False
rafael de la colina,['rafael de la colina'],103296,frus,True,False,True,False
rafael mayer,['rafael mayer'],500838,cpdoc,True,False,False,False
rainha elizabeth ii,['rainha elizabeth ii'],500839,cpdoc,True,False,True,False
rajeshwar dayal,['rajeshwar dayal'],103234,frus,False,False,False,False
ralf g. dahrendorf,"['ralf g. dahrendorf', 'ralf dahrendorf']",103112,frus,False,False,False,False
ramalho eanes,['ramalho eanes'],500840,cpdoc,False,False,False,False
ramiro elysio saraiva guerreiro,['ramiro elysio saraiva guerreiro'],500841,cpdoc,True,False,False,False
ramon escovar,['ramon escovar'],104041,frus,False,False,False,False
ramos de azevedo,['ramos de azevedo'],500842,cpdoc,True,False,False,False
ramsey clark,['ramsey clark'],102610,frus,False,False,False,False
raul barbosa,['raul barbosa'],500843,cpdoc,True,False,False,False
raul bopp,['raul bopp'],500844,cpdoc,False,False,True,False
raul de góes,"['raul de góes', 'raul de goes']",500845,cpdoc,True,False,True,False
raul de vicenzi,['raul de vicenzi'],500846,cpdoc,False,False,False,False
raul fernandes,"['raúl fernándes', 'raul fernandes']",104230,frus and cpdoc,True,False,False,False
raul leitão da cunha,"['raul leitão da cunha', 'raul leitao da cunha']",500847,cpdoc,True,False,False,False
raul prebisch,['raul prebisch'],110936,frus,False,False,False,False
raul smandeck,['raul smandeck'],500848,cpdoc,False,False,False,False
ray s. cline,"['ray s. cline', 'ray cline']",102668,frus,False,False,False,False
raymond o. j. barre,"['raymond o. j. barre', 'raymond barre']",100923,frus,True,False,False,False
raymundo padilha,['raymundo padilha'],500849,cpdoc,True,False,False,False
raúl castro,"['raúl castro', 'raul castro']",102311,frus,True,False,False,False
raúl fernándes,"['raúl fernándes', 'raul fernandes']",104230,frus,False,False,False,False
raúl quijano,"['raúl quijano', 'raul quijano']",116008,frus,False,False,False,False
raúl sapena pastor,"['raúl sapena pastor', 'raul sapena pastor']",111924,frus,False,False,False,False
red smith,['red smith'],116132,frus,False,False,False,False
regina m. eltz,"['regina m. eltz', 'regina eltz']",103952,frus,False,False,True,False
reginald maudling,['reginald maudling'],108679,frus,False,False,False,False
regis de oliveira,['regis de oliveira'],500850,cpdoc,True,False,False,False
rein henriksen,['rein henriksen'],500851,cpdoc,False,False,False,False
reinhold niebuhr,['reinhold niebuhr'],109851,frus,False,False,False,False
reis veloso,['reis veloso'],500852,cpdoc,False,False,False,False
renato azeredo,['renato azeredo'],500853,cpdoc,True,False,False,False
renato firmino maia de mendonça ,"['renato firmino maia de mendonça ', 'renato firmino maia de mendonca ']",500854,cpdoc,True,False,True,False
renato machado,['renato machado'],500855,cpdoc,True,False,False,False
renato prado guimarães,"['renato prado guimarães', 'renato prado guimaraes']",500856,cpdoc,True,False,False,False
rex nazaré alves,"['rex nazaré alves', 'rex nazare alves']",500857,cpdoc,True,False,False,False
ribeiro couto,['ribeiro couto'],500858,cpdoc,True,False,False,False
ribeiro da costa,['ribeiro da costa'],500859,cpdoc,True,False,False,False
ricardo lagos,['ricardo lagos'],107567,frus,False,False,False,False
richard a. gard,"['richard a. gard', 'richard gard']",104704,frus,False,False,True,False
richard b. stone,"['richard b. stone', 'richard stone']",113068,frus,False,False,False,False
richard c. brown,"['richard c. brown', 'richard brown']",101822,frus,False,False,False,False
richard c. clark,"['richard c. clark', 'richard clark']",102611,frus,False,False,False,False
richard c. steadman,"['richard c. steadman', 'richard steadman']",112929,frus,False,False,False,False
richard d. kearney,"['richard d. kearney', 'richard kearney']",106957,frus,False,False,False,False
richard e. johnson,"['richard e. johnson', 'richard johnson']",106673,frus,False,False,False,False
richard e. pipes,"['richard e. pipes', 'richard pipes']",115985,frus,False,False,False,False
richard g. darman,"['richard g. darman', 'richard darman']",115359,frus,False,False,False,False
richard g. johnson,"['richard g. johnson', 'richard johnson']",106673,frus,False,False,False,False
richard m. nixon,"['richard m. nixon', 'richard nixon', 'nixon']",109882,frus,False,True,False,False
richard nixon,"['richard m. nixon', 'richard nixon', 'nixon']",109882,frus and cpdoc,False,True,False,True
richard r. brown,"['richard r. brown', 'richard brown']",101822,frus,False,False,False,False
richard smith,['richard smith'],112658,frus,False,False,False,False
richard v. hennes,"['richard v. hennes', 'richard hennes']",105813,frus,False,False,False,False
richard valeriani,['richard valeriani'],113936,frus,False,False,False,False
richard w. smith,"['richard w. smith', 'richard smith']",112658,frus,False,False,False,False
rigoberto cartagena,['rigoberto cartagena'],500860,cpdoc,False,False,False,False
rikhi jaipal,['rikhi jaipal'],106520,frus,False,False,False,False
robert a. martin,"['robert a. martin', 'robert martin']",108581,frus,True,False,False,False
robert a. pastor,"['robert a. pastor', 'robert pastor']",110418,frus,False,False,False,False
robert anderson,['robert anderson'],100444,frus,False,False,False,False
robert b. anderson,"['robert b. anderson', 'robert anderson']",100444,frus,False,False,False,False
robert b. bentley,"['robert b. bentley', 'robert bentley']",115188,frus,False,False,False,False
robert b. black,"['robert b. black', 'robert black']",101373,frus,False,False,False,False
robert b. hill,"['robert b. hill', 'robert hill']",105926,frus,False,False,True,False
robert b. morgan,"['robert b. morgan', 'robert morgan']",109390,frus,False,False,False,False
robert boulin,['robert boulin'],101598,frus,False,False,False,False
robert c. alexander,"['robert c. alexander', 'robert alexander']",100238,frus,False,False,False,False
robert c. byrd,"['robert c. byrd', 'robert byrd']",102045,frus,False,False,True,False
robert c. kirk,"['robert c. kirk', 'robert kirk']",107232,frus,False,False,True,False
robert e. hunter,"['robert e. hunter', 'robert hunter']",106295,frus,False,False,False,False
robert e. osgood,"['robert e. osgood', 'robert osgood']",110149,frus,False,False,False,False
robert f. evans,"['robert f. evans', 'robert evans']",104078,frus,False,False,False,False
robert f. kennedy,"['robert f. kennedy', 'robert kennedy']",107032,frus,False,False,False,False
robert f. wagner,"['robert f. wagner', 'robert wagner']",500861,cpdoc,False,False,False,False
robert galley,['robert galley'],104669,frus,False,False,False,False
robert gillet,['robert gillet'],104889,frus,False,False,False,False
robert h. finch,"['robert h. finch', 'robert finch']",104266,frus,False,False,False,False
robert h. neuman,"['robert h. neuman', 'robert neuman']",109734,frus,False,False,False,False
robert j. blackwell,"['robert j. blackwell', 'robert blackwell']",101379,frus,False,False,False,False
robert j. gill,"['robert j. gill', 'robert gill']",115521,frus,False,False,True,False
robert kennedy,"['robert f. kennedy', 'robert kennedy']",107032,frus and cpdoc,False,False,False,False
robert l. funseth,"['robert l. funseth', 'robert funseth']",104633,frus,False,False,False,False
robert m. white,"['robert m. white', 'robert white']",116267,frus,False,False,False,False
robert marion sayre,['robert marion sayre'],111994,frus,False,False,False,False
robert moses,['robert moses'],109459,frus,False,False,False,False
robert mugabe,['robert mugabe'],109505,frus,False,False,False,False
robert o. anderson,"['robert o. anderson', 'robert anderson']",100444,frus,False,False,False,False
robert s. bergland,"['robert s. bergland', 'robert bergland']",101218,frus,False,False,False,False
robert s. mcnamara,"['robert s. mcnamara', 'robert mcnamara']",108939,frus,False,False,False,False
robert schuman,['robert schuman'],112113,frus,False,False,False,False
robert t. mcnamar,"['robert t. mcnamar', 'robert mcnamar']",115842,frus,False,False,False,False
robert t. stafford,"['robert t. stafford', 'robert stafford']",112888,frus,False,False,False,False
robert w. fri,"['robert w. fri', 'robert fri']",115490,frus,False,False,True,False
robert w. tucker,"['robert w. tucker', 'robert tucker']",113803,frus,False,False,False,False
robert white,['robert white'],116267,frus,False,False,False,False
roberto abreu sodré,"['roberto abreu sodré', 'roberto abreu sodre']",500862,cpdoc,True,False,False,False
roberto alves,['roberto alves'],500863,cpdoc,True,False,False,False
roberto augusto,['roberto augusto'],500864,cpdoc,True,False,False,False
